0.104143 0.444080 0.010500 0.000000
0.208304 0.474120 0.015890 0.000000
0.286411 0.496070 0.019840 0.000000
0.338482 0.510520 0.022440 0.000000
0.416589 0.532180 0.026350 0.000000
0.468679 0.546620 0.028950 0.000000
0.624893 0.584350 0.036620 0.000000
0.703018 0.597620 0.040330 0.000000
0.859232 0.624150 0.047750 0.000000
0.989429 0.644900 0.053660 0.000550
1.187304 0.675920 0.062540 0.001600
1.468786 0.711760 0.074710 0.006120
1.796589 0.740820 0.088230 0.012770
2.421482 0.776870 0.111790 0.032330
2.551661 0.782820 0.116430 0.039070
3.202607 0.806980 0.138170 0.070200
4.061839 0.828180 0.163510 0.105320
5.233518 0.848980 0.192820 0.144180
6.170857 0.864450 0.213520 0.170700
7.651161 0.879260 0.239650 0.201470
9.451571 0.892250 0.264660 0.227930
11.013821 0.898880 0.281500 0.243660
12.419839 0.907190 0.293280 0.253610
13.669625 0.913750 0.302550 0.261620
14.997536 0.918100 0.308610 0.267430
16.169214 0.921940 0.313950 0.282570
17.809571 0.926760 0.315500 0.277270
19.528054 0.931400 0.316240 0.281520
21.793304 0.935680 0.316240 0.284830
23.980446 0.939310 0.316240 0.286840
25.620804 0.942860 0.316240 0.288030
39.889286 0.942860 0.316240 0.288030
149.584821 0.942860 0.316240 0.288030
