# Distribution function from Wind Level II - Lite Version
# Created: Thu Aug 17 12:04:03 2017
#
#   year          doy       sector    telescope         eoq      ion        Counts  Counts_error          delT
 1998.00     149.9011           17            4     12.3896      O6+      1.10e+01      3.32e+00      5.32e+04
 1998.00     149.9011           17            4     13.9084      O6+      5.00e+00      2.24e+00      5.32e+04
 1998.00     149.9011           17            4     15.6134      O6+      3.00e+00      1.73e+00      5.32e+04
 1998.00     149.9011           17            4     17.5274      O6+      4.00e+00      2.00e+00      5.32e+04
 1998.00     149.9011           17            4     19.6760      O6+      2.00e+00      1.41e+00      5.32e+04
 1998.00     149.9011           17            4     22.0880      O6+      3.00e+00      1.73e+00      5.32e+04
 1998.00     149.9011           17            4     24.7956      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4     27.8352      O6+      5.00e+00      2.24e+00      5.32e+04
 1998.00     149.9011           17            4     31.2474      O6+      2.00e+00      1.41e+00      5.32e+04
 1998.00     149.9011           17            4     35.0779      O6+      0.00e+00      0.00e+00      5.32e+04
 1998.00     149.9011           17            4     39.3780      O6+      0.00e+00      0.00e+00      5.32e+04
 1998.00     149.9011           17            4     44.2052      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4     49.6241      O6+      2.00e+00      1.41e+00      5.32e+04
 1998.00     149.9011           17            4     55.7073      O6+      3.00e+00      1.73e+00      5.32e+04
 1998.00     149.9011           17            4     62.5362      O6+      5.00e+00      2.24e+00      5.32e+04
 1998.00     149.9011           17            4     70.2022      O6+      5.00e+00      2.24e+00      5.32e+04
 1998.00     149.9011           17            4     78.8080      O6+      3.00e+00      1.73e+00      5.32e+04
 1998.00     149.9011           17            4     88.4688      O6+      0.00e+00      0.00e+00      5.32e+04
 1998.00     149.9011           17            4     99.3138      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    111.4882      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    125.1551      O6+      0.00e+00      0.00e+00      5.32e+04
 1998.00     149.9011           17            4    140.4973      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    157.7203      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    177.0545      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    198.7588      O6+      1.00e+00      1.00e+00      5.32e+04
 1998.00     149.9011           17            4    223.1238      O6+      0.00e+00      0.00e+00      5.32e+04
 1998.00     175.6696           17            4      6.1907      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4      6.9496      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4      7.8015      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4      8.7579      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4      9.8315      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4     11.0367      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4     12.3896      O6+      2.00e+00      1.41e+00      2.23e+06
 1998.00     175.6696           17            4     13.9084      O6+      7.00e+00      2.65e+00      2.23e+06
 1998.00     175.6696           17            4     15.6134      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4     17.5274      O6+      5.00e+00      2.24e+00      2.23e+06
 1998.00     175.6696           17            4     19.6760      O6+      3.00e+00      1.73e+00      2.23e+06
 1998.00     175.6696           17            4     22.0880      O6+      3.00e+00      1.73e+00      2.23e+06
 1998.00     175.6696           17            4     24.7956      O6+      6.00e+00      2.45e+00      2.23e+06
 1998.00     175.6696           17            4     27.8352      O6+      3.00e+00      1.73e+00      2.23e+06
 1998.00     175.6696           17            4     31.2474      O6+      7.00e+00      2.65e+00      2.23e+06
 1998.00     175.6696           17            4     35.0779      O6+      4.00e+00      2.00e+00      2.23e+06
 1998.00     175.6696           17            4     39.3780      O6+      4.00e+00      2.00e+00      2.23e+06
 1998.00     175.6696           17            4     44.2052      O6+      2.00e+00      1.41e+00      2.23e+06
 1998.00     175.6696           17            4     49.6241      O6+      4.00e+00      2.00e+00      2.23e+06
 1998.00     175.6696           17            4     55.7073      O6+      2.00e+00      1.41e+00      2.23e+06
 1998.00     175.6696           17            4     62.5362      O6+      5.00e+00      2.24e+00      2.23e+06
 1998.00     175.6696           17            4     70.2022      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4     78.8080      O6+      2.00e+00      1.41e+00      2.23e+06
 1998.00     175.6696           17            4     88.4688      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4     99.3138      O6+      1.00e+00      1.00e+00      2.23e+06
 1998.00     175.6696           17            4    111.4882      O6+      2.00e+00      1.41e+00      2.23e+06
 1998.00     175.6696           17            4    125.1551      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4    140.4973      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4    157.7203      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4    177.0545      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     175.6696           17            4    198.7588      O6+      1.00e+00      1.00e+00      2.23e+06
 1998.00     175.6696           17            4    223.1238      O6+      0.00e+00      0.00e+00      2.23e+06
 1998.00     186.2560           17            4      6.1907      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4      6.9496      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4      7.8015      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4      8.7579      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4      9.8315      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4     11.0367      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4     12.3896      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4     13.9084      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     15.6134      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     17.5274      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     19.6760      O6+      5.00e+00      2.24e+00      9.15e+05
 1998.00     186.2560           17            4     22.0880      O6+      1.00e+00      1.00e+00      9.15e+05
 1998.00     186.2560           17            4     24.7956      O6+      5.00e+00      2.24e+00      9.15e+05
 1998.00     186.2560           17            4     27.8352      O6+      5.00e+00      2.24e+00      9.15e+05
 1998.00     186.2560           17            4     31.2474      O6+      4.00e+00      2.00e+00      9.15e+05
 1998.00     186.2560           17            4     35.0779      O6+      8.00e+00      2.83e+00      9.15e+05
 1998.00     186.2560           17            4     39.3780      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     44.2052      O6+      3.00e+00      1.73e+00      9.15e+05
 1998.00     186.2560           17            4     49.6241      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4     55.7073      O6+      5.00e+00      2.24e+00      9.15e+05
 1998.00     186.2560           17            4     62.5362      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4     70.2022      O6+      4.00e+00      2.00e+00      9.15e+05
 1998.00     186.2560           17            4     78.8080      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     88.4688      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4     99.3138      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4    111.4882      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4    125.1551      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4    140.4973      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4    157.7203      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     186.2560           17            4    177.0545      O6+      2.00e+00      1.41e+00      9.15e+05
 1998.00     186.2560           17            4    198.7588      O6+      1.00e+00      1.00e+00      9.15e+05
 1998.00     186.2560           17            4    223.1238      O6+      0.00e+00      0.00e+00      9.15e+05
 1998.00     187.0855           17            4      6.1907      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4      6.9496      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4      7.8015      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4      8.7579      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4      9.8315      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4     11.0367      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4     12.3896      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4     13.9084      O6+      2.00e+00      1.41e+00      7.17e+04
 1998.00     187.0855           17            4     15.6134      O6+      2.00e+00      1.41e+00      7.17e+04
 1998.00     187.0855           17            4     17.5274      O6+      3.00e+00      1.73e+00      7.17e+04
 1998.00     187.0855           17            4     19.6760      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4     22.0880      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4     24.7956      O6+      4.00e+00      2.00e+00      7.17e+04
 1998.00     187.0855           17            4     27.8352      O6+      3.00e+00      1.73e+00      7.17e+04
 1998.00     187.0855           17            4     31.2474      O6+      5.00e+00      2.24e+00      7.17e+04
 1998.00     187.0855           17            4     35.0779      O6+      8.00e+00      2.83e+00      7.17e+04
 1998.00     187.0855           17            4     39.3780      O6+      5.00e+00      2.24e+00      7.17e+04
 1998.00     187.0855           17            4     44.2052      O6+      3.00e+00      1.73e+00      7.17e+04
 1998.00     187.0855           17            4     49.6241      O6+      5.00e+00      2.24e+00      7.17e+04
 1998.00     187.0855           17            4     55.7073      O6+      2.00e+00      1.41e+00      7.17e+04
 1998.00     187.0855           17            4     62.5362      O6+      4.00e+00      2.00e+00      7.17e+04
 1998.00     187.0855           17            4     70.2022      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4     78.8080      O6+      3.00e+00      1.73e+00      7.17e+04
 1998.00     187.0855           17            4     88.4688      O6+      5.00e+00      2.24e+00      7.17e+04
 1998.00     187.0855           17            4     99.3138      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4    111.4882      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4    125.1551      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4    140.4973      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4    157.7203      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     187.0855           17            4    177.0545      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4    198.7588      O6+      1.00e+00      1.00e+00      7.17e+04
 1998.00     187.0855           17            4    223.1238      O6+      0.00e+00      0.00e+00      7.17e+04
 1998.00     198.0999           17            4      6.1907      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4      6.9496      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4      7.8015      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4      8.7579      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4      9.8315      O6+      1.00e+00      1.00e+00      9.52e+05
 1998.00     198.0999           17            4     11.0367      O6+      7.00e+00      2.65e+00      9.52e+05
 1998.00     198.0999           17            4     12.3896      O6+      5.00e+00      2.24e+00      9.52e+05
 1998.00     198.0999           17            4     13.9084      O6+      6.00e+00      2.45e+00      9.52e+05
 1998.00     198.0999           17            4     15.6134      O6+      5.00e+00      2.24e+00      9.52e+05
 1998.00     198.0999           17            4     17.5274      O6+      4.00e+00      2.00e+00      9.52e+05
 1998.00     198.0999           17            4     19.6760      O6+      4.00e+00      2.00e+00      9.52e+05
 1998.00     198.0999           17            4     22.0880      O6+      4.00e+00      2.00e+00      9.52e+05
 1998.00     198.0999           17            4     24.7956      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4     27.8352      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4     31.2474      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4     35.0779      O6+      3.00e+00      1.73e+00      9.52e+05
 1998.00     198.0999           17            4     39.3780      O6+      5.00e+00      2.24e+00      9.52e+05
 1998.00     198.0999           17            4     44.2052      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4     49.6241      O6+      1.00e+00      1.00e+00      9.52e+05
 1998.00     198.0999           17            4     55.7073      O6+      3.00e+00      1.73e+00      9.52e+05
 1998.00     198.0999           17            4     62.5362      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4     70.2022      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4     78.8080      O6+      3.00e+00      1.73e+00      9.52e+05
 1998.00     198.0999           17            4     88.4688      O6+      4.00e+00      2.00e+00      9.52e+05
 1998.00     198.0999           17            4     99.3138      O6+      2.00e+00      1.41e+00      9.52e+05
 1998.00     198.0999           17            4    111.4882      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    125.1551      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    140.4973      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    157.7203      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    177.0545      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    198.7588      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     198.0999           17            4    223.1238      O6+      0.00e+00      0.00e+00      9.52e+05
 1998.00     204.5485           17            4      6.1907      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4      6.9496      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4      7.8015      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4      8.7579      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4      9.8315      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4     11.0367      O6+      1.00e+00      1.00e+00      5.57e+05
 1998.00     204.5485           17            4     12.3896      O6+      2.00e+00      1.41e+00      5.57e+05
 1998.00     204.5485           17            4     13.9084      O6+      6.00e+00      2.45e+00      5.57e+05
 1998.00     204.5485           17            4     15.6134      O6+      2.00e+00      1.41e+00      5.57e+05
 1998.00     204.5485           17            4     17.5274      O6+      2.00e+00      1.41e+00      5.57e+05
 1998.00     204.5485           17            4     19.6760      O6+      3.00e+00      1.73e+00      5.57e+05
 1998.00     204.5485           17            4     22.0880      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4     24.7956      O6+      4.00e+00      2.00e+00      5.57e+05
 1998.00     204.5485           17            4     27.8352      O6+      5.00e+00      2.24e+00      5.57e+05
 1998.00     204.5485           17            4     31.2474      O6+      4.00e+00      2.00e+00      5.57e+05
 1998.00     204.5485           17            4     35.0779      O6+      6.00e+00      2.45e+00      5.57e+05
 1998.00     204.5485           17            4     39.3780      O6+      4.00e+00      2.00e+00      5.57e+05
 1998.00     204.5485           17            4     44.2052      O6+      3.00e+00      1.73e+00      5.57e+05
 1998.00     204.5485           17            4     49.6241      O6+      3.00e+00      1.73e+00      5.57e+05
 1998.00     204.5485           17            4     55.7073      O6+      6.00e+00      2.45e+00      5.57e+05
 1998.00     204.5485           17            4     62.5362      O6+      6.00e+00      2.45e+00      5.57e+05
 1998.00     204.5485           17            4     70.2022      O6+      1.00e+00      1.00e+00      5.57e+05
 1998.00     204.5485           17            4     78.8080      O6+      4.00e+00      2.00e+00      5.57e+05
 1998.00     204.5485           17            4     88.4688      O6+      2.00e+00      1.41e+00      5.57e+05
 1998.00     204.5485           17            4     99.3138      O6+      1.00e+00      1.00e+00      5.57e+05
 1998.00     204.5485           17            4    111.4882      O6+      1.00e+00      1.00e+00      5.57e+05
 1998.00     204.5485           17            4    125.1551      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4    140.4973      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4    157.7203      O6+      1.00e+00      1.00e+00      5.57e+05
 1998.00     204.5485           17            4    177.0545      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4    198.7588      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     204.5485           17            4    223.1238      O6+      0.00e+00      0.00e+00      5.57e+05
 1998.00     205.0287           17            4      6.1907      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4      6.9496      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4      7.8015      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4      8.7579      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4      9.8315      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4     11.0367      O6+      3.00e+00      1.73e+00      4.15e+04
 1998.00     205.0287           17            4     12.3896      O6+      3.00e+00      1.73e+00      4.15e+04
 1998.00     205.0287           17            4     13.9084      O6+      3.00e+00      1.73e+00      4.15e+04
 1998.00     205.0287           17            4     15.6134      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4     17.5274      O6+      2.00e+00      1.41e+00      4.15e+04
 1998.00     205.0287           17            4     19.6760      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4     22.0880      O6+      4.00e+00      2.00e+00      4.15e+04
 1998.00     205.0287           17            4     24.7956      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4     27.8352      O6+      5.00e+00      2.24e+00      4.15e+04
 1998.00     205.0287           17            4     31.2474      O6+      3.00e+00      1.73e+00      4.15e+04
 1998.00     205.0287           17            4     35.0779      O6+      8.00e+00      2.83e+00      4.15e+04
 1998.00     205.0287           17            4     39.3780      O6+      2.00e+00      1.41e+00      4.15e+04
 1998.00     205.0287           17            4     44.2052      O6+      4.00e+00      2.00e+00      4.15e+04
 1998.00     205.0287           17            4     49.6241      O6+      5.00e+00      2.24e+00      4.15e+04
 1998.00     205.0287           17            4     55.7073      O6+      6.00e+00      2.45e+00      4.15e+04
 1998.00     205.0287           17            4     62.5362      O6+      5.00e+00      2.24e+00      4.15e+04
 1998.00     205.0287           17            4     70.2022      O6+      2.00e+00      1.41e+00      4.15e+04
 1998.00     205.0287           17            4     78.8080      O6+      4.00e+00      2.00e+00      4.15e+04
 1998.00     205.0287           17            4     88.4688      O6+      3.00e+00      1.73e+00      4.15e+04
 1998.00     205.0287           17            4     99.3138      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4    111.4882      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4    125.1551      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4    140.4973      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4    157.7203      O6+      1.00e+00      1.00e+00      4.15e+04
 1998.00     205.0287           17            4    177.0545      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4    198.7588      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0287           17            4    223.1238      O6+      0.00e+00      0.00e+00      4.15e+04
 1998.00     205.0809           17            4      6.1907      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4      6.9496      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4      7.8015      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4      8.7579      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4      9.8315      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4     11.0367      O6+      2.00e+00      1.41e+00      4.51e+03
 1998.00     205.0809           17            4     12.3896      O6+      7.00e+00      2.65e+00      4.51e+03
 1998.00     205.0809           17            4     13.9084      O6+      1.90e+01      4.36e+00      4.51e+03
 1998.00     205.0809           17            4     15.6134      O6+      4.00e+00      2.00e+00      4.51e+03
 1998.00     205.0809           17            4     17.5274      O6+      7.00e+00      2.65e+00      4.51e+03
 1998.00     205.0809           17            4     19.6760      O6+      2.00e+00      1.41e+00      4.51e+03
 1998.00     205.0809           17            4     22.0880      O6+      2.00e+00      1.41e+00      4.51e+03
 1998.00     205.0809           17            4     24.7956      O6+      4.00e+00      2.00e+00      4.51e+03
 1998.00     205.0809           17            4     27.8352      O6+      5.00e+00      2.24e+00      4.51e+03
 1998.00     205.0809           17            4     31.2474      O6+      2.00e+00      1.41e+00      4.51e+03
 1998.00     205.0809           17            4     35.0779      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4     39.3780      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4     44.2052      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4     49.6241      O6+      5.00e+00      2.24e+00      4.51e+03
 1998.00     205.0809           17            4     55.7073      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4     62.5362      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4     70.2022      O6+      4.00e+00      2.00e+00      4.51e+03
 1998.00     205.0809           17            4     78.8080      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4     88.4688      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4     99.3138      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4    111.4882      O6+      1.00e+00      1.00e+00      4.51e+03
 1998.00     205.0809           17            4    125.1551      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4    140.4973      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4    157.7203      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4    177.0545      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4    198.7588      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.0809           17            4    223.1238      O6+      0.00e+00      0.00e+00      4.51e+03
 1998.00     205.1192           17            4      6.1907      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4      6.9496      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4      7.8015      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4      8.7579      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4      9.8315      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     11.0367      O6+      5.00e+00      2.24e+00      3.31e+03
 1998.00     205.1192           17            4     12.3896      O6+      1.50e+01      3.87e+00      3.31e+03
 1998.00     205.1192           17            4     13.9084      O6+      1.70e+01      4.12e+00      3.31e+03
 1998.00     205.1192           17            4     15.6134      O6+      6.00e+00      2.45e+00      3.31e+03
 1998.00     205.1192           17            4     17.5274      O6+      5.00e+00      2.24e+00      3.31e+03
 1998.00     205.1192           17            4     19.6760      O6+      1.00e+00      1.00e+00      3.31e+03
 1998.00     205.1192           17            4     22.0880      O6+      6.00e+00      2.45e+00      3.31e+03
 1998.00     205.1192           17            4     24.7956      O6+      4.00e+00      2.00e+00      3.31e+03
 1998.00     205.1192           17            4     27.8352      O6+      2.00e+00      1.41e+00      3.31e+03
 1998.00     205.1192           17            4     31.2474      O6+      1.00e+00      1.00e+00      3.31e+03
 1998.00     205.1192           17            4     35.0779      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     39.3780      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     44.2052      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     49.6241      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     55.7073      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     62.5362      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     70.2022      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     78.8080      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     88.4688      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4     99.3138      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    111.4882      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    125.1551      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    140.4973      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    157.7203      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    177.0545      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    198.7588      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1192           17            4    223.1238      O6+      0.00e+00      0.00e+00      3.31e+03
 1998.00     205.1341           17            4      6.1907      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4      6.9496      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4      7.8015      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4      8.7579      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4      9.8315      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     11.0367      O6+      2.00e+00      1.41e+00      1.29e+03
 1998.00     205.1341           17            4     12.3896      O6+      8.00e+00      2.83e+00      1.29e+03
 1998.00     205.1341           17            4     13.9084      O6+      5.00e+00      2.24e+00      1.29e+03
 1998.00     205.1341           17            4     15.6134      O6+      6.00e+00      2.45e+00      1.29e+03
 1998.00     205.1341           17            4     17.5274      O6+      2.00e+00      1.41e+00      1.29e+03
 1998.00     205.1341           17            4     19.6760      O6+      7.00e+00      2.65e+00      1.29e+03
 1998.00     205.1341           17            4     22.0880      O6+      2.00e+00      1.41e+00      1.29e+03
 1998.00     205.1341           17            4     24.7956      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     27.8352      O6+      5.00e+00      2.24e+00      1.29e+03
 1998.00     205.1341           17            4     31.2474      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     35.0779      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     39.3780      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     44.2052      O6+      1.00e+00      1.00e+00      1.29e+03
 1998.00     205.1341           17            4     49.6241      O6+      2.00e+00      1.41e+00      1.29e+03
 1998.00     205.1341           17            4     55.7073      O6+      1.00e+00      1.00e+00      1.29e+03
 1998.00     205.1341           17            4     62.5362      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     70.2022      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     78.8080      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     88.4688      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4     99.3138      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4    111.4882      O6+      0.00e+00      0.00e+00      1.29e+03
 1998.00     205.1341           17            4    125.1551      O6+      0.00e+00      0.00e+00      1.29e+03
