 2072.4  2651.2
 1632.7  1999.4
 1367.7  1641.6
 1184.1  1405.0
 1046.4  1232.5
  938.0  1099.1
  849.6   991.7
  775.6   902.8
  712.6   827.6
  658.1   762.9
  610.4   706.6
  568.2   656.9
  530.5   612.7
  496.6   573.1
  465.9   537.3
  437.9   504.7
  412.3   474.9
  388.8   447.5
  367.0   422.3
  346.8   398.8
  327.9   377.0
  310.3   356.6
  293.9   337.6
  278.5   319.8
  264.0   303.0
  250.4   287.3
  237.6   272.6
  225.7   258.7
  214.4   245.8
  203.9   233.6
  194.0   222.2
  184.8   211.6
