recn, sp.spinp, spinbl, tjd, sec       11       3.1985891           0
        9719       453.61882
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       0     0.570054
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       1     0.615406
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       2     0.546016
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       3    -0.546016
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       4    -0.615406
idl: l,i,k,j,vunit( j,k,i,l)        0       0       0       5    -0.570054
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       0     0.558536
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       1     0.659449
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       2     0.504933
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       3    -0.504933
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       4    -0.659449
idl: l,i,k,j,vunit( j,k,i,l)        0       0       1       5    -0.558535
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       0     0.544914
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       1     0.701009
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       2     0.461950
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       3    -0.461950
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       4    -0.701009
idl: l,i,k,j,vunit( j,k,i,l)        0       0       2       5    -0.544914
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       0     0.529243
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       1     0.739932
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       2     0.417228
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       3    -0.417228
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       4    -0.739932
idl: l,i,k,j,vunit( j,k,i,l)        0       0       3       5    -0.529243
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       0     0.511579
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       1     0.776069
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       2     0.370936
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       3    -0.370936
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       4    -0.776069
idl: l,i,k,j,vunit( j,k,i,l)        0       0       4       5    -0.511579
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       0     0.491989
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       1     0.809285
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       2     0.323247
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       3    -0.323247
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       4    -0.809285
idl: l,i,k,j,vunit( j,k,i,l)        0       0       5       5    -0.491989
